additional_cards_rules_key;Extra Kártyák
nr600_poi_03_desc;Egy új temetô... Egy azok közül, amik megjelentek a környéken. A halottak többségét nem sikerült azonosítani, névtelen sírokban nyugszanak. A katonák arra kérik, hadd gyújtsanak gyertyákat a tiszteletükre. Hajlandó volna a kincstárból egy kisebb összeget erre a célra vételezni, Felség?
nr600_poi_03_opt_a;Igen, gondolkodás nélkül
nr600_poi_03_opt_b;A holtak már nem törôdnek ilyesmivel... Tovább kell mennünk.
nr600_poi_04_letter;MINDEN KATONÁNAK\n\nA Nilfgaardi Birodalom szolgálatában álló minden katona ezennel utasíttatik, hogy haladéktalanul vonuljon Aldersbergbe. Ennek a várnak a megvédelmezése a tervezett ellencsapásaink szempontjából létfontosságú. Az ezen paranccsal való szembeszegülés a legszigorúbb büntetést vonja maga után.\n\n- Ardal aep Dahy tábornok\nfôkancellár, a "Kelet" Hadseregcsoport fôparancsnoka
nr600_poi_04_letter_title;Nilfgaardi parancsok
nr600_poi_05_letter;A háború hamarosan véget ér, és a Fekete szukafattyak behúzott farokkal menekülnek! Eljött az idô, hogy szülôföldünket fölemeljük a hamuból és a törmelékekbôl!\n\nMindazoknak, akik még életben vannak: ragadjatok kalapácsot, fûrész és fejszét. Tûrjétek fel az ingetek ujját, és lássunk munkához. A nemzet otthont épít magának!
nr600_poi_05_letter_title;Felhívás
nr600_poi_06_letter;Nilfgaardi Uraságok,\n\nazok az idôk, amikor "követelhettek", "igényelhettek" és "elvárhattok", elmúltak. A fizetségem nem képezi alku tárgyát – sem az összege, sem pedig a pénzneme. A florinotok most annyit sem ér, mint a cidarisi lyukas garas. Holnapig adok nektek haladékot. A határhoz eljutni aztán már egyáltalán nem lesz lehetséges, ugyanis Meve királynô közeleg dél felôl.\n\n- X
nr600_poi_06_letter_title;Kalauz levele
nr600_section_1_name;Baldwin mezeje
nrcamp_attachment_cauldron;Alkimista laboratóriuma
nrcamp_attachment_cauldron_desc;Elérhetôvé tesz új Gascon támogató-egységeket a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_attachment_cauldron_ii;Alkimista laboratóriuma
nrcamp_attachment_cauldron_ii_desc;Elérhetôvé teszi új Gascon támogató-egységek kiképzését a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_attachment_engineer;Mérnökök tervezôasztala
nrcamp_attachment_engineer_desc;Elérhetôvé tesz új Reynard támogató-egységeket a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_attachment_engineer_ii;Mérnökök tervezôasztala
nrcamp_attachment_engineer_ii_desc;Elérhetôvé teszi új Reynard támogató-egységek kiképzését a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_attachment_heralds;Hírnök szállása
nrcamp_attachment_heralds_desc;Minden nyertes csata után 1 újonc csatlakozik.
nrcamp_attachment_heralds_ii;Hírnök szállása
nrcamp_attachment_heralds_ii_desc;Minden nyertes csata után 2 újonc csatlakozik.
nrcamp_attachment_hounds;Bitangok tanyája
nrcamp_attachment_hounds_desc;Elérhetôvé tesz új Gascon harci egységeket a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_attachment_hounds_ii;Bitangok tanyája
nrcamp_attachment_hounds_ii_desc;Elérhetôvé teszi új Gascon harci egységek kiképzését a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_attachment_manouver;Fegyvertár
nrcamp_attachment_manouver_desc;Elérhetôvé tesz új Reynard harci egységeket a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_attachment_manouver_ii;Fegyvertár
nrcamp_attachment_manouver_ii_desc;Elérhetôvé teszi új Reynard harci egységek kiképzését a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_attachment_navigator;Térképész asztala
nrcamp_attachment_navigator_desc;5%-kal megnöveli Meve haladási képességét.
nrcamp_attachment_navigator_ii;Térképész asztala
nrcamp_attachment_navigator_ii_desc;15%-kal megnöveli Meve haladási képességét.
nrcamp_attachment_palisade;Palánk
nrcamp_attachment_palisade_desc;A csata kezdetén minden egység 1 páncélt kap.
nrcamp_attachment_palisade_ii;Palánk
nrcamp_attachment_palisade_ii_desc;A csata kezdetén minden egység 2 páncélt kap.
nrcamp_attachment_quarters;Katonák szállása
nrcamp_attachment_quarters_desc;150-re emeli a sorállomány limitet.
nrcamp_attachment_quarters_ii;Katonák szállása
nrcamp_attachment_quarters_ii_desc;200-ra emeli a sorállomány limitet.
nrcamp_attachment_quarters_iii;Katonák szállása
nrcamp_attachment_quarters_iii_desc;300-re emeli a sorállomány limitet.
nrcamp_attachment_scavengers;Rekvirálók szállása
nrcamp_attachment_scavengers_desc;Minden nyertes csata után 25-75 aranyat szerzel.
nrcamp_attachment_scavengers_ii;Rekvirálók szállása
nrcamp_attachment_scavengers_ii_desc;Minden nyertes csata után 75-100 aranyat szerzel.
nrcamp_attachment_scoutspost;Ôrtorony
nrcamp_attachment_scoutspost_desc;Küldd ki felderítôidet a kincsek és nyersanyagok bejelölésére a régió térképén.
nrcamp_attachment_trinket;Kincstár
nrcamp_attachment_trinket_desc;3-ra növeli a Meve által hordozható holmik számát.
nrcamp_attachment_trinket_ii;Kincstár
nrcamp_attachment_trinket_ii_desc;4-re növeli a Meve által hordozható holmik számát.
nrcamp_building_canteen;Kantin
nrcamp_building_canteen_desc;Egy hely, ahol megoszthatod történeteidet a bajtársakkal.
nrcamp_building_canteen_i;Kantin
nrcamp_building_canteen_i_desc;Az egységek 10%-kal kevesebbel számítanak bele a sorállomány limitbe.
nrcamp_building_canteen_ii;Kantin
nrcamp_building_canteen_ii_desc;Az egységek 25%-kal kevesebbel számítanak bele a sorállomány limitbe.
nrcamp_building_main;Királynô sátra
nrcamp_building_main_desc;Tájékozódhatsz a küldetésekrôl és a hivatalos levelezésekrôl.
nrcamp_building_main_ii;Királynô sátra
nrcamp_building_main_ii_desc;Hozzáférsz a régió térképéhez.
nrcamp_building_maininfantr;Gyakorlótér
nrcamp_building_maininfantr_desc;Lehetôvé teszi új harci egységek kiképzését a parancsnoki sátorban.
nrcamp_building_maininfantr_ii;Gyakorlótér
nrcamp_building_maininfantr_ii_desc;Lehetôvé teszi újabb harci egységek kiképzését a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_building_maininfantr_iii;Gyakorlótér
nrcamp_building_maininfantr_iii_desc;Újabb harci egységek kiképzését teszi lehetôvé a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_building_strategy;Parancsnoki sátor
nrcamp_building_strategy_desc;Lehetôvé teszi egységek képzését és sereg állítását.
nrcamp_building_strategy_ii;Parancsnoki sátor
nrcamp_building_strategy_ii_desc;10%-kal csökkenti az egységek képzésének aranyszükségletét.
nrcamp_building_strategy_iii;Parancsnoki sátor
nrcamp_building_strategy_iii_desc;25%-kal csökkenti az egységek képzésének aranyszükségletét.
nrcamp_building_supply;Ellátmány készlet
nrcamp_building_supply_desc;Élelem- és szeszkészlet.
nrcamp_building_supply_ii;Ellátmány készlet
nrcamp_building_supply_ii_desc;Lehetôvé teszi az ezred moráljának növelését aranyakért cserébe.
nrcamp_building_supply_iii;Ellátmány készlet
nrcamp_building_supply_iii_desc;Csökkenti a morál növelésének aranyszükségletét.
nrcamp_building_trading;Kereskedôállomás
nrcamp_building_trading_desc;Lehetôvé teszi fa vásárlását és újoncok toborzását aranyakért cserébe, valamint fa eladását arany fejében.
nrcamp_building_trading_gold;Aranyat kérsz fáért.
nrcamp_building_trading_rawmaterials;Fát veszel aranyakért.
nrcamp_building_trading_recruits;Újoncot toborzol aranyakért.
nrcamp_building_workshop;Mûhely
nrcamp_building_workshop_desc;Új tábori épületeket tesz elérhetôvé.
nrcamp_building_workshop_ii;Mûhely
nrcamp_building_workshop_ii_desc;Új támogató-egységek kiképzését teszi elérhetôvé a parancsnoki sátorban.
nrcamp_building_workshop_iii;Mûhely
nrcamp_building_workshop_iii_desc;Új támogató-egységek kiképzését teszi elérhetôvé a parancsnoki sátorban.
nrcamp_building_workshop_iv;Mûhely
nrcamp_building_workshop_iv_desc;Új támogató-egységek kiképzését teszi elérhetôvé a parancsnoki sátorban, és elôlépteti a jelenlegieket.
nrcamp_training_ground_desc;Gyakorolj, és fejleszd képességeid MI-ellenféllel.
nrcamp_training_ground_title;Gyakorlótér
opponent_ciri_tutorial_first_combat_name;Ciri
opponent_ciri_tutorial_first_combat_title;A cintrai Oroszlánfiók
opponent_ciri_tutorial_second_combat_name;Ciri
opponent_ciri_tutorial_second_combat_title;A cintrai Oroszlánfiók
opponent_ciri_tutorial_third_combat_name;Ciri
opponent_ciri_tutorial_third_combat_title;A cintrai Oroszlánfiók
opponent_player_tut_name;Falibor
opponent_player_tut_title;Háromgát gárdakapitánya
opponent_tech_tutorial_endboss_name;Eredin
opponent_tech_tutorial_endboss_title;A Vad Hajsza királya
opponent_tech_tutorial_first_opponent_name;Szörnyhorda
opponent_tech_tutorial_first_opponent_title;Ádáz bestiák
opponent_tech_tutorial_player_name;Geralt
opponent_tech_tutorial_player_title;A Fehér Farkas
opponent_tech_tutorial_second_opponent_name;Szörnyhorda
opponent_tech_tutorial_second_opponent_title;Ádáz bestiák
opponent_tutorial_first_opponent_name;Arakász királynô
opponent_tutorial_first_opponent_title;Ocsmányabb, mint a többi
opponent_tutorial_last_opponent_name;Ruehin
opponent_tutorial_last_opponent_title;Az erdôk réme
opponent_tutorial_optional_opponent_name;Szörnyhorda
opponent_tutorial_optional_opponent_title;Mocsok a legrosszabb fajtából
opponent_tutorial_second_opponent_name;Szörnyhorda
opponent_tutorial_second_opponent_title;Mocsok a legrosszabb fajtából
outcome_accomplishmentrewards;Jutalmak
outcome_experiences;Tapasztalat
outcome_rank;Rang
outcome_rewards;Napi jutalmak
outcome_scores;Pontszám
package_language_available;Elérhetô
package_language_downloaded;Letöltött
package_language_downloader_title;Nyelvi változat letöltése
package_language_downloading;Letöltés: {0}%
package_language_notification_downloaded;Nyelvi változat letöltése kész: {0}
package_language_notification_failed;Nyelvi változat letöltése sikertelen: {0}
package_language_popup_confirmation_desc;Szeretnéd letölteni és telepíteni ezt a nyelvi változatot: {0}?
panel_campaign_battle_lost_continue;Csata kihagyása / megfutamodás
panel_campaign_battle_lost_description;Meve seregén felülkerekedtek, és meghátrálásra kényszerítették. A visszavonulás után a királynô elkezdte tervezni a következô lépéseket...
panel_campaign_battle_lost_header;Vereség
panel_campaign_battle_rules_title;Speciális szabályok
panel_campaign_card_gained_description;Ez a kártya hozzáadódott a seregedhez, és elérhetô a parancsnoki sátorban.
panel_campaign_card_gained_title;Kártya megszerezve!
panel_campaign_card_loot_description;Gratuláció! Egy olyan kártyát találtál, amit a többjátékos Gwent: A Vaják-Kártyajátékban is használhatsz.
panel_campaign_card_loot_title;Zsákmány megtalálva!
panel_campaign_card_lost_description;Ez a kártya eltávolításra került a seregedbôl.
panel_campaign_card_lost_title;Elveszített kártya
panel_campaign_epic_loot_avatar_description;Gratuláció! Ezt az avatárt a többjátékos Gwent: A Vaják-Kártyajátékban is használhatod.
panel_campaign_epic_loot_border_description;Gratuláció! Ezt az avatár-bordûrt a többjátékos Gwent: A Vaják-Kártyajátékban is használhatod!
panel_campaign_epic_loot_title;Regés zsákmány megtalálva!
panel_campaign_epic_loot_title_description;Gratuláció! Ezt a játékos-titulust a többjátékos Gwent: A Vaják-Kártyajátékban is használhatod!
panel_campaign_load_game_choose_title;Mentett állás betöltése
panel_campaign_load_game_main_title;Játék betöltése
panel_campaign_short_intro_battle_description;Ez a csata csak egy fordulón keresztül fog tartani.
panel_campaign_short_intro_battle_header;Rövid csata
panel_choice_enemy_description;Válassz megtartani kívánt kártyát!
panel_choice_player_description;Válassz megtartani kívánt kártyát!
panel_collection_emptygrid;Nincs eredménye
panel_collection_filter_name;SZÛRÉSI OPCIÓK
panel_collection_filterstatus_label;SZÛRÉS ENGEDÉLYEZVE
panel_db_info_gold_cards;ARANY KÁRTYÁK
panel_db_info_silver_cards;EZÜST KÁRTYÁK
panel_db_info_total_cards;ÖSSZES KÁRTYA
panel_deck_name;PAKLI
panel_deckeditor_leader_campaign1_name;FEGYVERCSERE
panel_filters_text_search_label;Keresés
panel_graveyard_enemy_description;Nézz meg kártyákat az ellenfeled temetôjében!
panel_graveyard_enemy_name;ELLENFÉL TEMETÔJE
panel_graveyard_name;TEMETÔ
panel_graveyard_player_description;Nézz meg kártyákat a saját temetôdben!
panel_mulligan_description;Válassz kártyát az újrahúzáshoz! [{0} / {1}]
panel_mulligan_name;KÁRTYÁK ÚJRAHÚZÁSA
panel_rewards_lvl;SZINT
panel_settings_button_audio;Hang
panel_settings_button_general;Általános
panel_settings_button_graphics;Grafika
panel_settings_button_localization;Nyelv
panel_settings_button_network;Hálózat
panel_settings_button_resolution;Megjelenítés
panel_settings_category_audio;Hang beállításai
panel_settings_category_general;Általános beállítások
panel_settings_category_graphics;Grafika beállításai
panel_settings_category_localization;Nyelvi beállítások
panel_settings_category_network;Hálózati beállítások
panel_settings_category_resolution;Felbontás beállításai
panel_settings_credits_button;Készítôk
panel_settings_entry_antialiasing;Élsimítás
panel_settings_entry_antialiasing_false;Kikapcsolva
panel_settings_entry_antialiasing_true;Engedélyezve
panel_settings_entry_classic_music;A Witcher 3 Gwent háttérzenéje
panel_settings_entry_classic_music_false;Nem
panel_settings_entry_classic_music_true;Igen
panel_settings_entry_dialogs_auto_mode;Párbeszédek automatikus folytatása
panel_settings_entry_dialogs_auto_mode_false;Tiltva
panel_settings_entry_dialogs_auto_mode_true;Engedélyezve
panel_settings_entry_difficulty;Nehézség
panel_settings_entry_difficulty_10;Kalandozó
panel_settings_entry_difficulty_20;Harcedzett
panel_settings_entry_difficulty_30;Csonttörô
panel_settings_entry_display;Megjelenítés
panel_settings_entry_fullscreen;Kirajzolás
panel_settings_entry_fullscreen_false;Ablakban
panel_settings_entry_fullscreen_true;Teljes képernyôn
panel_settings_entry_graphics_quality;Grafika minôsége
panel_settings_entry_graphics_quality_high;Magas
panel_settings_entry_graphics_quality_low;Alacsony
panel_settings_entry_graphics_quality_medium;Közepes
panel_settings_entry_graphics_quality_uber;4K
panel_settings_entry_info_unfocus_mute_all;Minden hang elnémítása, amikor a játék háttérben fut.
panel_settings_entry_info_unfocus_mute_none;Nincs némítás akkor sem, ha a játék a háttérben fut.
panel_settings_entry_info_unfocus_mute_specific;Csak a zene és a beszéd némítása, amikor a játék háttérben fut.
panel_settings_entry_localization;Feliratok nyelve
panel_settings_entry_localization_de_de;német
panel_settings_entry_localization_en_us;magyar
panel_settings_entry_localization_es_es;spanyol
panel_settings_entry_localization_es_mx;spanyol (MEX)
panel_settings_entry_localization_fr_fr;francia
panel_settings_entry_localization_it_it;olasz
panel_settings_entry_localization_ja_jp;japán
panel_settings_entry_localization_ko_kr;koreai
panel_settings_entry_localization_pl_pl;lengyel
panel_settings_entry_localization_pt_br;portugál (brazil)
panel_settings_entry_localization_ru_ru;orosz
panel_settings_entry_localization_zh_cn;kínai
panel_settings_entry_localization_zh_cn_alt;kínai (egyszerüsített)
panel_settings_entry_localization_zh_tw;kínai (TW)
panel_settings_entry_music;Zene hangereje
panel_settings_entry_mute;Minden hang némítása
panel_settings_entry_mute_false;Nem
panel_settings_entry_mute_taunts;Ellenfél becsmérléseinek némítása
panel_settings_entry_mute_taunts_false;Nem
panel_settings_entry_mute_taunts_true;Igen
panel_settings_entry_mute_true;Igen
panel_settings_entry_online_mode;Online mód
panel_settings_entry_online_mode_false;Tiltva
panel_settings_entry_online_mode_true;Engedélyezve
panel_settings_entry_resolution;Kép felbontása
panel_settings_entry_scale;Kép skálázása
panel_settings_entry_sfx;Effektek hangereje
panel_settings_entry_social_features;Közösségi funkciók
panel_settings_entry_social_features_false;Tiltva
panel_settings_entry_social_features_true;Engedélyezve
panel_settings_entry_tooltip_delay;Elemleírások megjelenítése
panel_settings_entry_tooltip_delay_disabled;Ne mutassa
